정비사업_매칭키,사업코드,순번,자치구,구역명,위치_지번주소,위치_도로명주소,공공민간,일반재촉,사업유형,추진단계,기존가구수,구역지정_최초,구역지정_변경최종,추진위원회승인일,조합설립인가일,건축심의일,사업시행인가_최초,사업시행인가_변경최종,관리처분인가_최초,관리처분인가_변경최종,이주개시일,이주완료일,착공일,공급세대수_합계,공급세대수_분양,공급세대수_임대
종로구|수송1-2,1460,1,종로구,수송1-2,수송동146-12,종로1길36,민간,일반,도시정비형 재개발,건축심의,0,2010-12-30,2024-11-21,,,2026-03-26,,,,,,,,0,0,0
종로구|수송1-7,1462,2,종로구,수송1-7,수송동80,종로5길68,민간,일반,도시정비형 재개발,사업시행,0,2010-12-30,2025-03-28,,,,2026-03-06,,,,,,,0,0,0
종로구|신문로2-12,1449,3,종로구,신문로2-12,신문로1가158,세종대로21길71,공공,일반,도시정비형 재개발,조합설립,0,1983-09-30,2025-12-04,,2021-08-27,,,,,,,,,128,64,64
종로구|신영1,1441,4,종로구,신영1,신영동158-2,세검정로6길62-2,민간,일반,주택정비형 재개발,착공,66,2000-06-01,2024-08-16,,2003-07-07,,2018-10-19,2025-02-19,2022-02-26,2025-10-10,2022-11-19,2023-02-01,2026-04-09,199,199,0
종로구|종로6가,1473,5,종로구,종로6가,종로6가117,종로269-3,민간,일반,도시정비형 재개발,구역지정,165,2009-10-01,2012-05-24,,,,,,,,,,,199,0,199
종로구|사직2,1475,6,종로구,사직2,사직동311-10,사직로62-2,민간,일반,도시정비형 재개발,사업시행,0,2009-11-19,2013-10-28,2003-11-21,2010-07-19,2011-11-10,2012-09-21,,,,,,,456,378,78
종로구|돈의문2,1443,7,종로구,돈의문2,교남동28,통일로150-7,민간,재촉,도시정비형 재개발,관리처분,18,2003-11-18,2006-04-13,2007-12-13,2024-06-21,2023-11-13,2024-06-21,,2025-05-23,,,,,228,150,78
종로구|세운4,1477,8,종로구,세운4,예지동85,종로30길19-8,민간,재촉,도시정비형 재개발,관리처분,0,2004-02-05,2014-03-27,,,2018-11-27,2018-06-29,2021-12-17,2020-02-28,,2021-11-01,2021-12-31,,0,0,0
서대문구|영천,1171,9,서대문구,영천,영천동69-20,영천시장길14,민간,일반,주택정비형 재개발,착공,139,2006-02-23,2006-02-01,2006-09-01,2008-03-27,2021-11-01,2011-04-25,2026-04-09,2020-02-01,2025-04-18,2020-08-01,2021-05-01,2022-11-30,199,199,0
종로구|공평3,2723,10,종로구,공평3,공평동1,인사동5길41,민간,일반,도시정비형 재개발,사업시행,0,1978-09-26,2024-11-14,,,2025-06-19,2026-05-08,,,,,,,0,0,0
종로구|관수동일반정비3,2618,11,종로구,관수동일반정비3,관수동59일대,돈화문로15,민간,일반,도시정비형 재개발,관리처분,0,2024-04-11,2025-02-06,,,2025-05-15,2025-08-22,,2026-05-15,,,,,0,0,0
종로구|관수동일반정비8,2623,12,종로구,관수동일반정비8,관수동129-1일대,청계천로113,민간,일반,도시정비형 재개발,관리처분,0,2024-04-11,2024-02-06,,,2025-04-24,2025-09-26,,2026-04-24,,,,,0,0,0
종로구|내자필운2-1,2536,13,종로구,내자필운2-1,내자동81,사직로12길19-12,민간,일반,도시정비형 재개발,구역지정,0,2011-05-06,2025-09-11,,,,,,,,,,,376,55,321
종로구|서린345지구,2598,14,종로구,서린345지구,서린동111-1번지일대,,민간,일반,도시정비형 재개발,사업시행,0,1983-09-06,2025-01-02,,,2024-11-29,2025-04-08,2025-04-08,,,,,,0,0,0
종로구|수송1-3,2373,15,종로구,수송1-3,수송동146-2,종로1길36,공공,일반,도시정비형 재개발,사업시행,0,2010-12-30,2025-01-17,,,2024-01-09,2025-02-14,,,,,,,0,0,0
종로구|숭인동56일대,2595,16,종로구,숭인동56일대,숭인동56-4번지일원,,민간,일반,주택정비형 재개발,구역지정,709,2024-12-19,,,,,,,,,,,,974,804,170
종로구|창신1-6,2282,17,종로구,창신1-6,창신동438-1번지일원,종로46길23,민간,일반,도시정비형 재개발,조합설립,0,2022-04-28,2026-03-12,,2022-10-07,,,,,,,,,0,0,0
종로구|창신3,2291,18,종로구,창신3,창신동412-1번지일원,종로54길39,민간,일반,도시정비형 재개발,구역지정,0,2022-04-28,,,,,,,,,,,,0,0,0
종로구|창신4-1,2292,19,종로구,창신4-1,창신동330-1번지일원,종로328,민간,일반,도시정비형 재개발,추진위,0,2007-04-30,2022-04-28,2017-07-04,,,,,,,,,,0,0,0
종로구|창신동23-606번지일원,2593,20,종로구,창신동23-606번지일원,창신동23-606번지일원,,민간,일반,주택정비형 재개발,구역지정,2172,2025-11-13,,,,,,,,,,,,2667,2342,325
종로구|창신동23일대,2597,21,종로구,창신동23일대,창신동23-2번지일원,,민간,일반,주택정비형 재개발,구역지정,426,2024-12-19,,,,,,,,,,,,1034,879,155
종로구|창신동629번지일원,2594,22,종로구,창신동629번지일원,창신동629번지일원,,민간,일반,주택정비형 재개발,구역지정,1780,2025-11-13,,,,,,,,,,,,1875,1646,229
중구|광희동일반정비지구1지구,2510,23,중구,광희동일반정비지구1지구,광희동1가303-1,마른내로137,민간,일반,도시정비형 재개발,구역지정,0,2024-04-18,2024-04-18,,,,,,,,,,,0,0,0
중구|남대문-7-1,2463,24,중구,남대문-7-1,남창동9-1,퇴계로63,민간,일반,도시정비형 재개발,관리처분,0,1977-06-29,2025-02-27,,2022-06-22,2025-05-15,2022-06-22,2025-11-21,2026-05-27,,,,,299,0,299
중구|남대문로5가1구역,2513,25,중구,남대문로5가1구역,남대문로5가84-1,세종대로10-2,민간,일반,도시정비형 재개발,구역지정,0,2025-05-29,2025-05-29,,,,,,,,,,,0,0,0
"중구|마포로5-10,11",2494,26,중구,"마포로5-10,11",중림동157-2,서소문로26,민간,일반,도시정비형 재개발,착공,0,1979-09-21,2023-12-28,2025-10-01,2022-08-24,2024-04-18,2022-08-24,2024-11-15,2023-08-30,2025-12-10,,,2026-03-26,299,205,94
중구|마포로5-9-1,1555,27,중구,마포로5-9-1,순화동6-10,,민간,일반,도시정비형 재개발,착공,15,1979-09-21,2025-12-11,2025-10-01,2022-07-22,2022-03-16,2022-07-22,2023-11-03,2023-06-20,2023-06-20,2020-07-01,2022-10-01,2024-01-12,102,63,39
중구|명동-1,2458,28,중구,명동-1,을지로2가185,을지로76,민간,일반,도시정비형 재개발,착공,0,1983-09-30,2025-04-02,2025-10-01,2024-06-03,2024-03-04,2024-06-03,2025-04-30,2025-02-12,2025-02-12,2024-07-01,2024-12-21,2025-07-30,0,0,0
중구|명동-2,2423,29,중구,명동-2,을지로2가163-3,을지로80-1,민간,일반,도시정비형 재개발,관리처분,1,1983-09-30,2020-11-26,,2023-09-20,2023-01-18,2023-09-20,2023-09-20,2025-07-23,,,,,0,0,0
중구|무교다동-16,2499,30,중구,무교다동-16,다동130,다동길30,민간,일반,도시정비형 재개발,건축심의,0,1973-09-06,2022-08-25,,,2023-03-07,,,,,,,,0,0,0
중구|무교다동-29,2500,31,중구,무교다동-29,을지로1가16,무교로6,민간,일반,도시정비형 재개발,관리처분,0,1973-09-06,2024-08-07,,2024-11-20,2024-03-26,2024-11-20,2024-11-20,2025-09-17,,,,,0,0,0
중구|무교다동-31,2504,32,중구,무교다동-31,을지로1가42,남대문로9길39,민간,일반,도시정비형 재개발,착공,0,1973-09-06,2023-09-21,,2024-06-19,2024-01-23,2024-06-19,2024-06-19,2024-11-22,2024-11-22,2024-11-22,2024-12-31,2025-08-25,0,0,0
중구|봉래-2,2590,33,중구,봉래-2,봉래동1가48-3,칠패로36,민간,일반,도시정비형 재개발,건축심의,0,2017-08-24,2025-03-20,,,2025-12-04,,,,,,,,0,0,0
중구|봉래-3,2512,34,중구,봉래-3,남대문로5가63-1,세종대로1길7,민간,일반,도시정비형 재개발,관리처분,0,2017-08-24,2024-08-07,,,2024-09-13,2025-06-25,2025-06-25,2026-02-04,,,,,0,0,0
중구|서-서1·2-1,2420,35,중구,서-서1·2-1,순화동7,서소문로88,민간,일반,도시정비형 재개발,착공,0,1973-09-06,2024-06-20,2025-10-01,2022-07-27,2024-09-13,2022-07-27,2022-07-16,2022-12-28,2022-12-28,2021-03-01,2022-06-01,2025-11-07,0,0,0
중구|서소문-10,2421,36,중구,서소문-10,서소문58-7,서소문로106,민간,일반,도시정비형 재개발,착공,0,1973-09-06,2021-12-30,2025-10-01,2022-09-21,2024-08-20,2022-09-21,2024-11-15,2024-03-20,2024-03-20,2020-07-01,2022-04-01,2025-01-15,0,0,0
"중구|서소문-11,12",2422,37,중구,"서소문-11,12",서소문동58-9,서소문로100,민간,일반,도시정비형 재개발,착공,0,1973-09-06,2023-09-14,2025-10-01,2023-02-08,2024-04-18,2023-02-08,2024-11-15,2025-03-12,2025-03-12,2024-08-01,2024-11-10,2025-03-31,0,0,0
"중구|세운3-2,3",2495,38,중구,"세운3-2,3",입정동175-1,,민간,재촉,도시정비형 재개발,착공,0,2009-03-19,2023-12-07,2025-10-01,2017-04-26,2024-03-26,2017-04-26,2025-02-12,2021-07-07,2025-06-25,2022-06-20,2023-12-31,2025-03-20,0,0,0
"중구|세운3-8,9,10",2491,39,중구,"세운3-8,9,10",을지로3가227,을지로15길10,민간,재촉,도시정비형 재개발,사업시행,2,2009-03-19,2023-12-07,,2021-11-17,2024-03-26,2021-11-17,2025-06-18,,,,,,0,0,0
"중구|세운5-1,3",2492,40,중구,"세운5-1,3",산림동190-3,을지로19길28,민간,재촉,도시정비형 재개발,관리처분,0,2009-03-19,2023-10-26,,2020-09-16,2024-02-13,2020-09-16,2024-06-19,2024-12-13,2024-12-13,2025-03-01,2025-08-31,,0,0,0
중구|세운6-1-3,2640,41,중구,세운6-1-3,인현동1가31,을지로20길24-10,민간,재촉,도시정비형 재개발,추진위,0,2006-10-26,2025-07-24,2025-10-01,,,,,,,,,,0,0,0
중구|세운6-3-3,2493,42,중구,세운6-3-3,을지로4가310-2,을지로22길11,민간,재촉,도시정비형 재개발,착공,0,2009-03-19,2025-04-24,2025-10-01,2017-11-17,2024-03-26,2017-11-17,2025-06-25,2020-10-21,2021-05-20,2020-12-01,2021-05-25,2021-07-02,0,0,0
"중구|세운6-4-22,23",2459,43,중구,"세운6-4-22,23",충무로4가108-21,퇴계로223,민간,재촉,도시정비형 재개발,사업시행,0,2009-03-19,2024-01-25,,2022-09-23,2021-09-15,2022-09-23,2022-09-23,,,,,,0,0,0
중구|수표,1651,44,중구,수표,입정동237,충무로13길7,민간,일반,도시정비형 재개발,착공,0,2010-08-26,2025-02-19,,2020-11-18,2024-10-31,2020-11-18,2025-04-25,2022-06-29,2023-11-01,2022-06-01,2024-06-01,2024-07-05,0,0,0
중구|신당10,2065,45,중구,신당10,신당동236-100,다산로33라길32-7,민간,일반,주택정비형 재개발,조합설립,899,2023-06-22,2023-06-22,,2023-12-27,,,,,,,,,1423,1107,316
중구|신당8,1503,46,중구,신당8,청구동321-1,다산로28길22,민간,일반,주택정비형 재개발,관리처분,1182,2007-05-25,2023-06-07,2004-12-30,2016-12-12,2017-12-19,2018-12-05,2026-03-04,2024-05-31,2024-05-31,2024-11-01,2025-12-31,,1159,983,176
중구|신당9,1504,47,중구,신당9,신당동432-1008,다산로5길6-10,민간,일반,주택정비형 재개발,건축심의,261,2010-11-04,2022-11-09,2005-01-24,2018-04-20,2020-11-18,,,,,,,,504,432,72
"중구|양동-11,12",2419,48,중구,"양동-11,12",남대문로5가580,,민간,일반,도시정비형 재개발,착공,173,1978-09-26,2024-08-29,,2023-03-22,2025-01-16,2023-03-22,2025-06-30,2025-10-22,,2025-11-13,,2026-05-27,0,0,0
"중구|양동-4-2,7",2501,49,중구,"양동-4-2,7",남대문로5가395,소월로50,민간,일반,도시정비형 재개발,관리처분,0,1978-09-26,2024-12-18,,2024-12-24,2024-07-16,2024-12-24,2024-12-24,2025-03-19,2025-03-19,2025-02-03,2025-04-11,,0,0,0
"중구|양동-8-1,6",2514,50,중구,"양동-8-1,6",남대문로5가526,퇴계로18,민간,일반,도시정비형 재개발,관리처분,0,1978-09-26,2025-04-23,,2025-04-30,2024-12-23,2025-04-30,2025-04-30,2025-10-24,,,,,0,0,0
"중구|을지로2가-1,3,6,18",2498,51,중구,"을지로2가-1,3,6,18",삼각동66-1,청계천로54,민간,일반,도시정비형 재개발,구역지정,0,1977-06-29,2024-12-05,,,,,,,,,,,0,0,0
"중구|을지로3가-1,2",2418,52,중구,"을지로3가-1,2",수표동56-9,삼일대로12길15,민간,일반,도시정비형 재개발,착공,0,2016-10-06,2023-07-20,2025-10-01,2023-09-27,2023-07-11,2023-09-27,2025-10-01,2024-03-11,2024-03-11,2023-03-01,2024-02-01,2025-08-22,0,0,0
중구|을지로3가-10,2461,53,중구,을지로3가-10,을지로3가95-12,을지로11길12,민간,일반,도시정비형 재개발,착공,0,2016-10-06,2024-09-25,2025-10-01,2024-02-28,2023-11-13,2024-02-28,2024-02-28,2024-09-27,2024-09-27,,,2026-03-20,0,0,0
중구|을지로3가-12,1664,54,중구,을지로3가-12,을지로3가65-14,충무로9길17,민간,일반,도시정비형 재개발,착공,0,2016-10-06,2021-01-28,2025-10-01,2021-09-01,2021-04-28,2021-09-01,2025-01-02,2022-06-15,2022-06-15,2022-11-30,2023-06-30,2023-09-27,0,0,0
중구|을지로3가-13,2724,55,중구,을지로3가-13,을지로3가118-1일대,충무로61,민간,일반,도시정비형 재개발,건축심의,0,2016-10-06,,2025-10-01,,2025-12-15,,,,,,,,0,0,0
중구|을지로3가-6,1658,56,중구,을지로3가-6,수표동35-10,수표로66,민간,일반,도시정비형 재개발,착공,0,2016-10-06,2020-11-26,2025-10-01,2021-06-16,2020-12-16,2021-03-03,2021-06-16,2022-04-06,2022-04-06,2022-05-01,2022-12-31,2023-04-06,0,0,0
중구|을지로3가-9,1661,57,중구,을지로3가-9,을지로3가5-1,충무로9길29,민간,일반,도시정비형 재개발,착공,0,2016-10-06,2024-08-16,2025-10-01,2022-12-21,2024-10-11,2022-12-21,2025-02-12,2023-09-13,2025-03-26,2023-10-01,2023-12-31,2025-04-15,0,0,0
중구|중림동398,2393,58,중구,중림동398,중림동398,서소문로8,민간,일반,주택정비형 재개발,조합설립,280,2023-09-14,2023-09-14,,2024-12-19,,,,,,,,,791,600,191
용산구|한강맨션아파트,1351,59,용산구,한강맨션아파트,이촌동300-23,이촌로248,민간,일반,아파트지구재건축,관리처분,660,2018-03-15,2023-09-07,2003-12-26,2017-06-05,2019-09-10,2021-09-24,,2022-12-02,,,,,1441,1303,138
용산구|후암1,1346,60,용산구,후암1,후암동142-4,한강대로98나길26,민간,일반,단독주택재건축,추진위,704,,,2007-04-23,,,,,,,,,,0,0,0
용산구|한강삼익아파트,1348,61,용산구,한강삼익아파트,이촌동300-301,이촌로264,민간,일반,아파트지구재건축,사업시행,252,2018-03-15,2023-04-28,,2003-05-10,2019-03-12,2020-06-05,,,,,,,329,277,52
용산구|왕궁아파트,1350,62,용산구,왕궁아파트,이촌동300-11,이촌로88길15,민간,일반,아파트지구재건축,조합설립,250,2023-09-07,2024-11-14,2006-05-23,2008-12-09,,,,,,,,,318,260,58
용산구|청화아파트,1358,63,용산구,청화아파트,이태원동22-2,장문로27,민간,일반,공동주택재건축,추진위,578,2026-06-18,,2009-12-30,,,,,,,,,,0,0,0
용산구|이촌1,1347,64,용산구,이촌1,이촌동203-1,"이촌로80-8,60,이촌로14길11-22",민간,일반,단독주택재건축,추진위,520,,,2007-02-23,,,,,,,,,,0,0,0
용산구|신동아아파트,1354,65,용산구,신동아아파트,서빙고동241-21,서빙고로241-21일대,민간,일반,아파트지구재건축,사업시행,1326,,,2017-10-13,2021-01-07,,2020-05-29,,,,,,,1903,1644,259
용산구|중산시범아파트,1357,66,용산구,중산시범아파트,이촌동211-2,이촌로2가길36,민간,일반,공동주택재건축,추진위,266,,2016-01-12,2005-07-12,,,,,,,,,,0,0,0
용산구|강변강서아파트,1353,67,용산구,강변강서아파트,"이촌동193-3,5","이촌로104,이촌로34길10",공공,일반,아파트지구재건축,조합설립,213,,1976-08-21,1993-04-12,1993-04-12,,,,,,,,,209,185,24
용산구|동자동2,1383,68,용산구,동자동2,동자동15-1,한강대로392,민간,일반,도시정비형 재개발,관리처분,15,1978-11-30,2025-02-27,,,,1985-12-26,,2020-09-25,,,,,0,0,0
용산구|신용산역북측1,1389,69,용산구,신용산역북측1,한강로2가2-116,한강로2가2-116,민간,일반,도시정비형 재개발,사업시행,71,2015-07-01,2023-01-20,,,,2021-12-31,,,,,,,324,295,29
용산구|신용산역북측2,1390,70,용산구,신용산역북측2,한강로2가2-194,새창로209,민간,일반,도시정비형 재개발,사업시행,75,2015-07-01,2023-11-10,,,,2020-12-10,,,,,,,340,314,26
용산구|정비창전면1,1391,71,용산구,정비창전면1,한강로3가40-641,한강대로15길19-17,민간,일반,도시정비형 재개발,조합설립,619,2018-04-05,2018-04-05,2018-11-21,2021-08-30,,,,,,,,,777,678,99
용산구|용산역전면1-2,1379,72,용산구,용산역전면1-2,한강로3가40-712,한강대로21나길40,민간,일반,도시정비형 재개발,추진위,0,2006-01-19,,2018-07-13,,,,,,,,,,0,0,0
용산구|정비창전면3,1392,73,용산구,정비창전면3,한강로3가40-19,한강대로23,민간,일반,도시정비형 재개발,조합설립,20,2018-04-05,,,2022-08-10,,,,,,,,,128,128,0
용산구|남영동업무지구2,1959,74,용산구,남영동업무지구2,갈월동92,한강대로273일대,민간,일반,도시정비형 재개발,조합설립,32,2022-08-18,,2022-10-19,2023-04-14,,,,,,,,,565,456,109
강남구|개포주공5단지,1008,75,강남구,개포주공5단지,개포동187,삼성로4길17,민간,일반,공동주택재건축,관리처분,940,2017-09-07,2017-09-07,2019-02-12,2020-12-01,2022-12-20,2023-10-12,,2025-09-29,,2026-01-08,2026-05-07,,1279,1134,145
용산구|서계통합구역,2482,76,용산구,서계통합구역,서계동33번지일대,,민간,일반,주택정비형 재개발,추진위,2892,2025-04-10,,2025-11-28,,,,,,,,,,2691,2103,588
용산구|청파1구역,2480,77,용산구,청파1구역,청파동2가11-1,청파로57길23,민간,일반,주택정비형 재개발,조합설립,640,2022-07-14,,2005-08-12,2023-02-17,,,,,,,,,697,581,116
용산구|청파2구역,2481,78,용산구,청파2구역,청파동1가89-18,청파로71나길23-4,민간,일반,주택정비형 재개발,조합설립,1408,2024-10-31,,,2026-06-23,,,,,,,,,1905,1498,407
용산구|한강로,2182,79,용산구,한강로,한강로1가158번지일대,,민간,일반,도시정비형 재개발,건축심의,468,2011-10-13,2011-10-13,2012-05-10,2012-10-18,2013-10-15,,,,,,,,406,362,44
용산구|한강로1가(삼각맨션일대),2241,80,용산구,한강로1가(삼각맨션일대),한강로160일대,,민간,일반,도시정비형 재개발,구역지정,0,2026-05-15,,,,,,,,,,,,0,0,0
용산구|한남2구역,2476,81,용산구,한남2구역,보광동272-3,우사단로4길4-5,민간,재촉,주택정비형 재개발,관리처분,1799,2009-10-01,2009-10-01,2010-06-28,2012-06-01,2020-08-11,2021-11-26,,2025-07-25,,2026-01-23,2026-07-31,,1537,1299,238
용산구|한남3구역,2477,82,용산구,한남3구역,한남동686,이태원로222-32,민간,재촉,주택정비형 재개발,관리처분,8373,2009-10-01,2009-10-01,2010-08-01,2012-09-04,2017-10-24,2019-03-29,2024-09-13,2023-06-23,2023-09-15,2023-10-30,2025-07-01,,5970,4950,1020
용산구|한남4구역,2478,83,용산구,한남4구역,보광동360,장문로15가길7-16,민간,재촉,주택정비형 재개발,사업시행,3423,2009-10-01,2009-10-01,2010-09-29,2015-01-06,2024-05-28,2025-11-14,,,,,,,2331,1981,350
용산구|한남5구역,2479,84,용산구,한남5구역,동빙고동60,서빙고로75가길5-19,민간,재촉,주택정비형 재개발,사업시행,2635,2009-10-01,2009-10-01,2010-06-15,2012-08-22,2024-04-09,2026-04-30,,,,,,,2592,2202,390
성동구|성수전략1,1220,85,성동구,성수전략1,성수동1가72-10,,민간,일반,주택정비형 재개발,조합설립,3121,2009-04-23,2025-03-27,2009-10-27,2017-07-18,,,,,,,,,3014,2475,539
성동구|성수전략2,1221,86,성동구,성수전략2,성수동2가506,,민간,일반,주택정비형 재개발,조합설립,2339,2009-04-23,2025-03-27,2009-10-27,2020-03-06,,,,,,,,,2609,2114,495
성동구|성수전략3,1222,87,성동구,성수전략3,성수동2가572-7,,민간,일반,주택정비형 재개발,조합설립,2005,2009-04-23,2025-03-27,2009-10-27,2019-02-27,,,,,,,,,2213,1772,441
성동구|성수전략4,1223,88,성동구,성수전략4,성수동2가219-4,,민간,일반,주택정비형 재개발,건축심의,1602,2009-04-23,2025-03-27,2009-10-22,2016-07-25,2026-05-21,,,,,,,,1439,1172,267
성동구|금호16,1227,89,성동구,금호16,금호동2가501-31,,민간,일반,주택정비형 재개발,관리처분,483,2007-07-12,2007-07-12,2005-09-30,2008-04-21,2008-02-25,2009-12-17,2024-01-04,2024-04-11,,2024-08-29,2025-08-30,,595,475,120
성동구|응봉1,1224,90,성동구,응봉1,응봉동193-162,독서당로60가길6-1,민간,일반,단독주택재건축,관리처분,621,2011-10-27,2023-03-23,2006-08-29,2016-04-22,2021-07-27,2023-04-20,2023-04-20,2026-04-09,,,,,525,525,0
성동구|한남하이츠,1229,91,성동구,한남하이츠,옥수동220-1,,민간,일반,공동주택재건축,사업시행,535,2017-02-16,2017-02-16,2003-12-26,2018-05-18,2019-05-28,2020-05-21,2020-05-21,,,,,,790,787,3
성동구|장미아파트,1225,92,성동구,장미아파트,성수동1가656-421,왕십리로66-15,민간,일반,공동주택재건축,착공,173,2016-09-08,2021-01-07,2004-01-26,2019-03-14,2020-08-04,2021-07-22,2024-03-07,2022-09-29,2024-11-28,2023-01-20,2023-05-30,2024-10-23,287,260,27
성동구|장안평중고차매매센터,1226,93,성동구,장안평중고차매매센터,용답동234,,민간,일반,도시정비형 재개발,건축심의,0,2018-01-11,2018-01-11,2018-05-15,2020-03-23,2023-02-14,,,,,,,,0,0,0
성동구|성수1,1219,94,성동구,성수1,성수동1가656-1267,,민간,일반,단독주택재건축,건축심의,143,2008-06-05,2022-10-20,2004-01-15,2020-08-06,2021-03-09,,,,,,,,322,272,50
성동구|금호21구역,2063,95,성동구,금호21구역,금호동3가1번지일대,무수막길31,민간,일반,주택정비형 재개발,조합설립,1741,2023-09-07,2023-09-07,,2024-10-18,,,,,,,,,1219,999,220
성동구|마장동382번지일대,2075,96,성동구,마장동382번지일대,마장동382,살곶이2길37,민간,일반,주택정비형 재개발,추진위,125,2025-08-28,,2026-03-19,,,,,,,,,,262,222,40
성동구|마장세림아파트,1776,97,성동구,마장세림아파트,마장동784,마장로42길16,민간,일반,공동주택재건축,조합설립,841,2022-06-23,2022-06-23,2023-02-20,2023-12-22,,,,,,,,,996,915,81
성동구|사근동293번지일대,2339,98,성동구,사근동293번지일대,사근동293,,민간,일반,주택정비형 재개발,구역지정,0,2026-06-25,,,,,,,,,,,,0,0,0
성동구|왕십리역세권4,2389,99,성동구,왕십리역세권4,행당동248번지,,민간,일반,도시정비형 재개발,추진위,79,2024-02-15,2024-02-15,2024-03-25,,,,,,,,,,631,477,154
광진구|극동아파트,2457,100,광진구,극동아파트,광장동218-1,아차산로552,민간,일반,공동주택재건축,구역지정,1344,2026-04-30,,,,,,,,,,,,2049,1670,379
광진구|신향빌라,2024,101,광진구,신향빌라,중곡4동18-24,용마산로24길13,민간,일반,공동주택재건축,조합설립,156,2022-06-02,2022-06-02,,2026-04-17,,,,,,,,,339,322,17
광진구|자양4동A구역주택재개발사업,2330,102,광진구,자양4동A구역주택재개발사업,자양4동57-90번지일대,능동로3마길10-3,민간,일반,주택정비형 재개발,구역지정,1445,2025-07-03,,,,,,,,,,,,2999,2447,552
광진구|자양5재정비촉진구역,2025,103,광진구,자양5재정비촉진구역,자양동680-81,자양로72,민간,재촉,도시정비형 재개발,구역지정,224,2018-01-18,2026-02-26,,,,,,,,,,,925,616,309
광진구|자양7,1079,104,광진구,자양7,자양동464-40,자양번영로3길38-14,민간,일반,단독주택재건축,조합설립,432,2018-08-30,2025-07-17,2008-02-05,2021-10-03,,,,,,,,,917,874,43
광진구|자양한양아파트,2193,105,광진구,자양한양아파트,자양동695,구의강변로11,민간,일반,공동주택재건축,추진위,444,2024-05-30,,2025-04-07,,,,,,,,,,859,652,207
광진구|중곡아파트,1080,106,광진구,중곡아파트,중곡동190-26,긴고랑로1길55,공공,일반,공동주택재건축,건축심의,276,2014-11-13,2026-06-16,2005-09-01,2022-07-19,2026-02-05,,,,,,,,348,308,40
동대문구|이문4,1119,107,동대문구,이문4,이문동86-1,외대역동로34길52,민간,재촉,주택정비형 재개발,관리처분,2629,2008-01-07,2026-02-26,2004-06-23,2017-03-16,2021-10-26,2023-02-14,2026-04-09,2024-04-01,,2024-11-25,2026-06-30,,3488,2778,710
동대문구|전농8,1116,108,동대문구,전농8,전농동204,전농로17길26,민간,재촉,주택정비형 재개발,건축심의,1581,2008-07-10,2025-06-05,2005-09-27,2021-12-08,2026-01-15,,,,,,,,1728,1404,324
서초구|신반포16차,1311,109,서초구,신반포16차,잠원동55-12,서초구잠원로157,민간,일반,아파트지구재건축,관리처분,396,2022-04-07,,2017-03-23,2018-02-21,2023-05-11,2023-11-02,,2025-09-17,,2026-02-01,2026-05-20,,468,400,68
동대문구|전농12,1125,110,동대문구,전농12,전농동643-51,서울시립대로49,민간,재촉,주택정비형 재개발,조합설립,348,2009-06-25,2009-06-25,2007-01-31,2022-01-14,,,,,,,,,545,415,130
동대문구|용두1-1,1935,111,동대문구,용두1-1,용두동24-1,왕산로138-1,민간,재촉,도시정비형 재개발,구역지정,0,2007-05-17,2007-05-17,,,,,,,,,,,0,0,0
동대문구|용두1-2,1936,112,동대문구,용두1-2,용두동23-8,왕산로142-1,민간,재촉,도시정비형 재개발,사업시행,30,2007-05-17,2007-05-17,2019-05-07,2019-10-23,2022-04-26,2022-11-23,2026-02-10,,,,,,243,211,32
동대문구|용두1-4,1938,113,동대문구,용두1-4,용두동26-3,고산자로32길15-9,민간,재촉,도시정비형 재개발,사업시행,32,2005-05-17,2007-05-17,,2024-06-07,2025-03-25,2026-04-09,,,,,,,58,58,0
동대문구|용두1-5,1939,114,동대문구,용두1-5,용두동23-1,왕산로150,민간,재촉,도시정비형 재개발,조합설립,98,2005-05-17,2007-05-17,2019-11-12,2026-03-19,,,,,,,,,324,324,0
동대문구|용두1-6,1940,115,동대문구,용두1-6,용두동14-1,왕산로154,공공,재촉,도시정비형 재개발,건축심의,136,2005-05-17,2007-05-17,,2021-07-14,2025-06-19,,,,,,,,958,546,412
동대문구|청량리6,1108,116,동대문구,청량리6,청량리동205,홍릉로90,민간,일반,주택정비형 재개발,사업시행,950,2008-11-13,2022-10-06,2004-08-04,2019-05-07,2022-04-22,2024-11-07,,,,,,,1493,1239,254
동대문구|제기4,1106,117,동대문구,제기4,제기동288,홍릉로15길11,민간,일반,주택정비형 재개발,관리처분,412,2005-12-29,2024-04-18,2006-06-20,2016-05-16,2017-09-26,2019-03-07,2026-03-19,2022-08-25,2022-08-25,2023-06-17,2024-07-01,,909,753,156
동대문구|제기6,1107,118,동대문구,제기6,제기동120-104,고산자로52길20,민간,일반,주택정비형 재개발,관리처분,556,2009-02-12,2025-09-12,2004-08-31,2017-12-27,2019-07-24,2020-12-24,2023-03-08,2023-11-09,,2025-06-01,2026-07-06,,423,350,73
동대문구|청량리8,1113,119,동대문구,청량리8,청량리동435,홍릉로12길18,민간,일반,주택정비형 재개발,관리처분,381,2010-11-25,2023-09-07,2006-01-09,2018-07-11,2022-04-26,2024-07-11,2025-06-18,2025-09-25,,2026-02-25,2027-03-20,,610,460,150
